430,185.1428571,47424,11999.0711
456.6156584,186.3076923,83260165,3866587.912
844.8282666	250.5	5846620	1527129.47
0	89.5	166087	47859.58651
0	94	209	79.05272502
0	9	56	0
842.6295039	1022.792857	6909741	422461.0194
0	9	4	0
0	7.5	7377661	4258737.68
0	83	75695	43657.50136
1120.894447	258.5	917444	64585.0021
0	6	196	89.47252837
620.8039574	325.5	2045021	366362.4978
0	0	2	0
0	72	37866	0
0	72	94242	0
0	77	618	0
0	69.5	30486	0
0	0	34	0
0	0	63	40.30508653
0	31	1	0
0	60.5	152	82.56108849
0	91	31215	0
0	0	9852	6520.938736
0	3	5040995	2897261.74
0	43	4	1.414213562
0	28.75	159	51.11751168
0	75	203	76.4220736
0	37	13	0
0	7.5	5103641	2945693.039
0	94.25	214	81.81890572
0	9	4	0
0	71	59771	0
0	67.5	62357	35997.50064
0	7	8068809	3607359.172
0	95	30430	0
0	48	192	70.06425622
429.5	185.4285714	691156	259396.8612
550.2282903	197.3928571	59368215	4141622.102
0	0	37411	0
0	0	4	0
24.04163056	87.75	4066732	2260054.351
0	0	56	0
0	59.5	41564	11707.45135
0	55.5	152	47.52192476
0	7.5	9323955	5382517.628
25.45584412	90.75	95426636	54900000
0	31	3	0
592.1608734	210.8095238	228208	20351.20181
0	163	31071	17932.78804
0	0	115	18.47520861
1757.789948	896.6923077	9251331	2099898.216
855.4851013	968.2198347	65436081	1682084.288
112.0764248	45.33333333	59943989	4891955.966
0	103.5	180	98.72689603
0	0	5437274	3039400.817
0	0.545454545	44829138	4961489.773
525.2587934	489.6363636	5734744	1652097.426
0	167.25	292	162.5248699
0	9	317	0
745.9320832	321.5769231	517880	38938.2858
46.66904756	92	10151696	5652437.447
0	127	47062	27165.1962
0	9	1	0
0	43.5	25437	14642.77559
0	109	419	0
0	36.11111111	64023078	20200000
0	37	3	0
0	0	3	0
0	3	48	0
0	130	67459	0
0	0	52	0
0	58.5	166	90.64399226
0	9	96	0
0	8	64	24.04163056
0	102	452	0
0	86	23423	0
0	16.33333333	17159	12127.5884
677.2171488	344.8333333	263899	39908.98433
0	79.75	164	54.72050195
0	9	53	0
0	122.75	181	99.3042463
0	0	54	0
0	41	4	1.414213562
345.5115772	183.4285714	420327	108042.6171
0	0	69	0
0	7.2	4098731	2048791.54
0	4.5	79	42.15843134
0	83	31222	0
0	9	116	0
0	0	145	0
0	93	24394	0
0	105	163493	0
0	0	5655722	3191610.321
0	149	198	108.2543302
0	144.5	51498	29725.45596
0	3	5669907	3200412.42
0	99	237879	137297.9374
533.5523248	183.7931034	270563	15710.06332
0	59.75	31158	17980.41988
325.9804216	123.7948718	117718963	4552922.828
0	7.2	8826770	4412049.692
0	160.5	530	0
0	90.75	193	70.26616066
0	31	1	0
0	43	2	0
1150.096457	248.8181818	387243	29589.27242
0	7	9893215	4400092.469
0	147.75	240	97.04122835
0	4.5	73	22.03028219
0	0	67	0
0	88.5	51057	29433.614
0	7.5	1955940	1128424.276
0	4.5	66	24.2693222
876.1978757	1020.529412	226131	10139.33647
309.4782706	126.7777778	3565873	727211.9144
160.7942785	67.91666667	29565671	4557301.141
0	114.75	315	141.3966053
0	7.5	4082905	2356401.194
0	115.25	232	49.94330119
2538.919278	1292.555556	23985	8087.880376
0	49.25	30779	17765.06778
0	9	23584	0
303.6862416	96	15938012	3765183.339
0	0	154	0
0	0	49	33.23401872
0	43	24005	13815.14265
907.6272363	414.3846154	59041	8904.794362
0	77.5	179	101.6136474
0	0	0	0
0	73.5	49022	14788.32162
0	186.6666667	13302	9315.424735
0	0	3	0
547.7172145	138.7073171	117152444	4483870.268
0	117	24103	8580.117791
0	93	30521	0
0	48	201	74.34379598
5.30199124	778.7333333	78314759	19300000
639.538338	264.8823529	160155	15232.24692
0	0	45	0
0	0	78964	44098.28237
0	37.83333333	4842771	2032908.577
0	15.33333333	198	33.9411255
19.09188309	107.25	681987	351616.3766
681.2351178	297.1176471	5902409	1133873.974
1757.789948	1291.888889	24797	8452.4471
0	169	210	115.1824639
663.1611391	253.1904762	154782	12600.0988
12.72792206	91	85853318	49485654.29
0	126	230	117.355585
0	0	155567	109926.1131
0	0	9	0
0	81	20636	11908.13799
0	4.5	67	24.44040371
0	9	1	0
86.2670273	114.75	59206364	33918680.54
0	99.5	23301	0
0	51.2	70990710	15552705.46
184.0358661	174.9230769	6291000	1394492.76
0	0	4281	0
0	4.5	48	20.88061302
14.14213562	82.75	32492136	18439971.73
0	112.5	47276	0
199.2599495	42.1	115566112	4870369.989
708.6791745	414.4848485	115862161	3790373.101
746.6808141	216.75	5154883	1294401.362
351.158262	206.2941176	190322	19419.09492
0	117	205928	0
0	200	284230	0
0	107.5	30539	0
0	147.75	105105	60637.37071
0	82	68232	18852.95958
0	71	48482	13965.7083
44.54772721	107.5	47884772	27600000
0	71	46571	26880.85118
946.4891147	927.255	116392595	2341661.083
0	14	2	0
0	108.5	47825	0
0	7	4054937	1812299.959
0	8	315	38.89087297
113.9087171	66.38888889	119344024	4622841.785
0	86	685	0
0	70.75	386	183.5383702
0	0	5	0
0	0	312	0
262.3339929	74.42424242	116524065	4764116.363
1130.668239	387.5714286	66437	16567.79429
77.94228634	135.5	117554291	44400000
0	71	264	112.4677732
0	3	49	0
0	8	25853	18279.4174
0	9	3	0
0	4.5	72	23.64318084
0	114	48091	0
378.7369988	175.1333333	20084376	3612424.642
865.9650537	1143.770681	74998119	973403.0777
0	93	3	0
1757.789948	1291.888889	18789	4635.217053
0	0	2	0
0	7.5	106258	60670.85403
0	0	59	0
0	0	208	0
0	51.75	159	85.73797292
0	88	194	105.9449543
837.8349281	438.7272727	350671	92414.30312
0	88.5	173	97.28480525
0	34	4	0
701.9944207	325.3571429	5674171	1322992.207
544.3025966	233.1351351	61272140	3771954.53
548.7982287	217.2903226	61189708	4030950.689
0	96.75	51163	29534.64173
633.5398144	262	169795	18805.30681
0	0	19288	13565.13649
0	123.5	30763	17754.96416
0	7.5	5163869	2980489.978
0	46.75	143	77.36493607
0	3.5	5408530	3094377.294
149.2136053	171.7272727	229865	21116.76584
0	107	31034	0
0	0	56	0
0	72	16186	0
0	51.75	155	84.2931393
721.3747292	182.1666667	24163382	4041144.707
687.0377565	640.7272727	10155822	2180357.399
0	174	227	124.1303079
3327.769794	1454.125	315728	118807.6978
0	60	67022420	38700000
0	168.5	23111	0
586.2717669	326.6603774	119798119	4203605.829
0	111.5	30764	0
0	9	75	0
0	9	745	0
0	9	100	0
0	9	15	0
0	168.5	62395	0
0	82.75	61186	35322.28948
0	74.75	31923	18427.28857
0	0	3	0
262.3339929	74.36363636	116258494	4746713.072
0	0	4	2.828427125
163.0337388	44.84615385	111110581	10504588.71
0	4.5	61	24.82606158
0	9	4	0
0	74.25	184	66.0176744
0	22.66666667	92	63.63961031
0	46.75	185	23.69247419
0	175.25	384	216.5063509
0	9	15188	0
683.7965414	751.518797	25644543	1003720.3
0	0	15	0
0	9	371	0
1678.32326	462.7333333	5202153	1257824.713
823.5297202	293.2857143	5433791	1390733.437
0	0	277	0
1121.616898	666.6060606	2726518	205406.7672
0	0	49	33.23401872
0	9	49	0
0	9	157757	0
0	9	14	0
0	0	171	0
0	4.5	70	3.214550254
0	81.25	177	96.13012015
0	118	61163	0
0	9	115	0
0	9	5875	0
696.6689992	496.0588235	313843	24253.9038
0	64.5	97468	56269.71194
0	0	5784829	3317558.895
0	7.2	5045875	2522257.544
0	88.5	166	89.77935917
0	3	3	0
0	9	363878	0
231.8142344	204.1	218660	16432.40755
0	81.33333333	170350	60612.10805
0	80	196	108.8316743
0	121.5	312	137.8150935
0	118	31999	18471.16727
0	123.8333333	27214	7360.272257
0	0	119995732	3395926.048
4128.319301	1661	525066	207272.0507
279.1226732	197	5309182	1485183.335
0	63.5	184	104.5003987
279.9269973	66.15625	117157041	4783344.132
0	70.5	124753	71982.01405
0	6.857142857	1863061	746969.4545
719.0618889	255.2307692	5227108	1455518.878
0	9	25	0
0	3	50	0
0	55.5	64091296	0
8.316870185	4.423076923	119357454	5051764.13
918.9350513	923.7179487	1213297	106066.6276
0	7.2	4151999	2075694.17
0	93	3	0
0	67.75	326	181.2879845
0	0	175	0
89.16193134	46.97222222	115206003	4672987.995
20	34.6	118262124	25900000
0	104	95095	0
0	83	61119	35281.87495
0	4.5	68	6.350852961
0	111	30681	0
0	76	147	78.80989786
68.58935778	117.75	111190947	64100000
0	7	12063489	5373830.52
0	69	161382	56731.39443
0	0	5533768	1950118.999
0	0	64091451	0
0	116.5	47965	0
466.2896376	147.0925926	117894841	4085497.373
0	661	198350	139629.5477
776.5940166	358.9285714	5972842	1539723.482
0	71	1006	496.8101582
0	147.75	61377	35391.86733
0	37	3	0
0	43.16666667	232	51.79092585
0	0	56	29.69848481
0	4.5	100	28.04163571
666.0342334	297.6	5269538	1363172.765
0	117	447172	0
0	0	62	0
0	74	30455	0
0	126	31105	0
0	7.2	10989713	5493505.916
0	67.25	31691	18293.34331
0	71.25	156510	90354.16243
0	0	575	0
957.0953511	397.875	748934	71488.79162
0	0	918	643.4671709
0	74.75	1080	619.2099805
0	104.5	467	0
0	9	228	0
0	110.5	23526	0
969.4552679	477.3703704	31216136	3248613.796
